0	0
0.010005	0
0.020009	0
0.030014	0
0.040018	0
0.050023	0
0.060027	0
0.070032	0
0.080036	0
0.090041	0
0.10005	0
0.11005	0
0.12005	0
0.13006	0
0.14006	0
0.15007	0
0.16007	0
0.17008	0
0.18008	0
0.19009	0
0.20009	0
0.21009	0
0.2201	0
0.2301	0
0.24011	0
0.25011	0
0.26012	0
0.27012	0
0.28013	0
0.29013	0
0.30014	0
0.31014	0
0.32014	0
0.33015	0
0.34015	0
0.35016	0
0.36016	0
0.37017	0
0.38017	0
0.39018	0
0.40018	0
0.41019	0
0.42019	0
0.43019	0
0.4402	0
0.4502	0
0.46021	0
0.47021	0
0.48022	0
0.49022	0
0.50023	0
0.51023	0
0.52024	0
0.53024	0
0.54024	0
0.55025	0
0.56025	0
0.57026	0
0.58026	0
0.59027	0
0.60027	0
0.61028	0
0.62028	0
0.63028	0
0.64029	0
0.65029	0
0.6603	0
0.6703	0
0.68031	0
0.69031	0
0.70032	0
0.71032	0
0.72033	0
0.73033	0
0.74033	0
0.75034	0
0.76034	0
0.77035	0
0.78035	0
0.79036	0
0.80036	0
0.81037	0
0.82037	0
0.83038	0
0.84038	0
0.85038	0
0.86039	0
0.87039	0
0.8804	0
0.8904	0
0.90041	0
0.91041	0
0.92042	0
0.93042	0
0.94042	0
0.95043	0
0.96043	0
0.97044	0
0.98044	0
0.99045	0
1.0005	0
1.0105	0
1.0205	0
1.0305	0
1.0405	0
1.0505	0
1.0605	0
1.0705	0
1.0805	0
1.0905	0
1.1005	0
1.1105	0
1.1205	0
1.1305	0
1.1405	0
1.1505	0
1.1605	0
1.1705	0
1.1805	0
1.1905	0
1.2005	0
1.2105	0
1.2206	0
1.2306	0
1.2406	0
1.2506	0
1.2606	0
1.2706	0
1.2806	0
1.2906	0
1.3006	0
1.3106	0
1.3206	0
1.3306	0
1.3406	0
1.3506	0
1.3606	0
1.3706	0
1.3806	0
1.3906	0
1.4006	0
1.4106	0
1.4206	0
1.4306	0
1.4407	0
1.4507	0
1.4607	0
1.4707	0
1.4807	0
1.4907	0
1.5007	0
1.5107	0
1.5207	0
1.5307	0
1.5407	0
1.5507	0
1.5607	0
1.5707	0
1.5807	0
1.5907	0
1.6007	0
1.6107	0
1.6207	0
1.6307	0
1.6407	0
1.6507	0
1.6608	0
1.6708	0
1.6808	0
1.6908	0
1.7008	0
1.7108	0
1.7208	0
1.7308	0
1.7408	0
1.7508	0
1.7608	0
1.7708	0
1.7808	0
1.7908	0
1.8008	0
1.8108	0
1.8208	0
1.8308	0
1.8408	0
1.8508	0
1.8608	0
1.8708	0
1.8808	0
1.8909	0
1.9009	0
1.9109	0
1.9209	0
1.9309	0
1.9409	0
1.9509	0
1.9609	0
1.9709	0
1.9809	0
1.9909	0
2.0009	0
2.0109	0
2.0209	0
2.0309	0
2.0409	0
2.0509	0
2.0609	0
2.0709	0
2.0809	0
2.0909	0
2.1009	0
2.111	0
2.121	0
2.131	0
2.141	0
2.151	0
2.161	0
2.171	0
2.181	0
2.191	0
2.201	0
2.211	0
2.221	0
2.231	0
2.241	0
2.251	0
2.261	0
2.271	0
2.281	0
2.291	0
2.301	0
2.311	0
2.321	0
2.3311	0
2.3411	0
2.3511	0
2.3611	0
2.3711	0
2.3811	0
2.3911	0
2.4011	0
2.4111	0
2.4211	0
2.4311	0
2.4411	0
2.4511	0
2.4611	0
2.4711	0
2.4811	0
2.4911	0
2.5011	0
2.5111	0
2.5211	0
2.5311	0
2.5411	0
2.5512	0
2.5612	0
2.5712	0
2.5812	0
2.5912	0
2.6012	0
2.6112	0
2.6212	0
2.6312	0
2.6412	0
2.6512	0
2.6612	0
2.6712	0
2.6812	0
2.6912	0
2.7012	0
2.7112	0
2.7212	0
2.7312	0
2.7412	0
2.7512	0
2.7612	0
2.7713	0
2.7813	0
2.7913	0
2.8013	0
2.8113	0
2.8213	0
2.8313	0
2.8413	0
2.8513	0
2.8613	0
2.8713	0
2.8813	0
2.8913	0
2.9013	0
2.9113	0
2.9213	0
2.9313	0
2.9413	0
2.9513	0
2.9613	0
2.9713	0
2.9813	0
2.9914	0
3.0014	0
3.0114	0
3.0214	0
3.0314	0
3.0414	0
3.0514	0
3.0614	0
3.0714	0
3.0814	0
3.0914	0
3.1014	0
3.1114	0
3.1214	0
3.1314	0
3.1414	0
3.1514	0
3.1614	0
3.1714	0
3.1814	0
3.1914	0
3.2014	0
3.2115	0
3.2215	0
3.2315	0
3.2415	0
3.2515	0
3.2615	0
